Respondent_ID,Date,State,Region,Age_Group,Gender,Candidate,Voting_Issue,Confidence_Level,Latitude,Longitude,Year,Month,Day,Weekday,Confidence_Category,Vote_Flag
192,2024-04-08 23:00:00,Punjab,Urban,18-24,Female,Candidate A,Inflation,3,31.1471,75.3412,2024,4,8,Monday,Medium,1
193,2024-04-09 00:00:00,Gujarat,Urban,35-44,Female,Candidate B,Education,1,22.2587,71.1924,2024,4,9,Tuesday,Low,1
194,2024-04-09 01:00:00,Odisha,Rural,45+,Female,Candidate B,Infrastructure,4,20.9517,85.0985,2024,4,9,Tuesday,High,1
195,2024-04-09 02:00:00,Bihar,Rural,35-44,Female,Nota,Inflation,1,25.0961,85.3131,2024,4,9,Tuesday,Low,1
196,2024-04-09 03:00:00,Maharashtra,Urban,45+,Male,Candidate A,Education,5,19.7515,75.7139,2024,4,9,Tuesday,High,1
197,2024-04-09 04:00:00,Rajasthan,Rural,25-34,Male,Candidate B,Jobs,1,27.0238,74.2179,2024,4,9,Tuesday,Low,1
198,2024-04-09 05:00:00,Punjab,Rural,18-24,Male,Candidate B,Jobs,4,31.1471,75.3412,2024,4,9,Tuesday,High,1
199,2024-04-09 06:00:00,Rajasthan,Urban,45+,Female,Candidate B,Inflation,3,27.0238,74.2179,2024,4,9,Tuesday,Medium,1
200,2024-04-09 07:00:00,Haryana,Rural,45+,Male,Candidate B,Inflation,2,29.0588,76.0856,2024,4,9,Tuesday,Medium,1
201,2024-04-09 08:00:00,Madhya Pradesh,Rural,45+,Male,Candidate C,Healthcare,1,22.9734,78.6569,2024,4,9,Tuesday,Low,1
202,2024-04-09 09:00:00,Bihar,Rural,45+,Female,Candidate A,Education,2,25.0961,85.3131,2024,4,9,Tuesday,Medium,1
203,2024-04-09 10:00:00,Bihar,Urban,18-24,Female,Candidate B,Inflation,5,25.0961,85.3131,2024,4,9,Tuesday,High,1
204,2024-04-09 11:00:00,Punjab,Urban,18-24,Female,Candidate B,Healthcare,3,31.1471,75.3412,2024,4,9,Tuesday,Medium,1
205,2024-04-09 12:00:00,Odisha,Urban,25-34,Female,Candidate C,Healthcare,3,20.9517,85.0985,2024,4,9,Tuesday,Medium,1
206,2024-04-09 13:00:00,Telangana,Urban,18-24,Male,Candidate C,Inflation,1,18.1124,79.0193,2024,4,9,Tuesday,Low,1
207,2024-04-09 14:00:00,Punjab,Urban,45+,Female,Candidate A,Jobs,3,31.1471,75.3412,2024,4,9,Tuesday,Medium,1
208,2024-04-09 15:00:00,Rajasthan,Urban,25-34,Female,Candidate A,Education,1,27.0238,74.2179,2024,4,9,Tuesday,Low,1
209,2024-04-09 16:00:00,Punjab,Urban,25-34,Male,Nota,Education,1,31.1471,75.3412,2024,4,9,Tuesday,Low,1
210,2024-04-09 17:00:00,Bihar,Urban,25-34,Male,Candidate B,Jobs,2,25.0961,85.3131,2024,4,9,Tuesday,Medium,1
211,2024-04-09 18:00:00,Telangana,Urban,45+,Female,Candidate C,Inflation,3,18.1124,79.0193,2024,4,9,Tuesday,Medium,1
212,2024-04-09 19:00:00,Gujarat,Urban,35-44,Male,Candidate A,Education,1,22.2587,71.1924,2024,4,9,Tuesday,Low,1
213,2024-04-09 20:00:00,Uttar Pradesh,Urban,45+,Female,Candidate B,Inflation,2,26.8467,80.9462,2024,4,9,Tuesday,Medium,1
214,2024-04-09 21:00:00,Andhra Pradesh,Rural,18-24,Female,Candidate C,Inflation,4,15.9129,79.74,2024,4,9,Tuesday,High,1
215,2024-04-09 22:00:00,Karnataka,Rural,18-24,Male,Nota,Healthcare,2,15.3173,75.7139,2024,4,9,Tuesday,Medium,1
216,2024-04-09 23:00:00,Kerala,Urban,45+,Male,Candidate A,Jobs,2,10.8505,76.2711,2024,4,9,Tuesday,Medium,1
217,2024-04-10 00:00:00,Punjab,Rural,45+,Female,Candidate B,Inflation,1,31.1471,75.3412,2024,4,10,Wednesday,Low,1
218,2024-04-10 01:00:00,Haryana,Urban,25-34,Female,Candidate B,Infrastructure,5,29.0588,76.0856,2024,4,10,Wednesday,High,1
219,2024-04-10 02:00:00,Tamil Nadu,Rural,45+,Female,Candidate A,Jobs,5,11.1271,78.6569,2024,4,10,Wednesday,High,1
220,2024-04-10 03:00:00,Madhya Pradesh,Urban,25-34,Male,Candidate B,Education,5,22.9734,78.6569,2024,4,10,Wednesday,High,1
221,2024-04-10 04:00:00,Uttar Pradesh,Rural,18-24,Female,Candidate B,Healthcare,2,26.8467,80.9462,2024,4,10,Wednesday,Medium,1
222,2024-04-10 05:00:00,Andhra Pradesh,Rural,25-34,Female,Nota,Education,1,15.9129,79.74,2024,4,10,Wednesday,Low,1
223,2024-04-10 06:00:00,Andhra Pradesh,Rural,45+,Female,Candidate B,Education,3,15.9129,79.74,2024,4,10,Wednesday,Medium,1
224,2024-04-10 07:00:00,Andhra Pradesh,Rural,18-24,Female,Candidate A,Jobs,2,15.9129,79.74,2024,4,10,Wednesday,Medium,1
225,2024-04-10 08:00:00,Andhra Pradesh,Urban,35-44,Female,Candidate A,Education,2,15.9129,79.74,2024,4,10,Wednesday,Medium,1
226,2024-04-10 09:00:00,Rajasthan,Urban,25-34,Male,Candidate A,Inflation,1,27.0238,74.2179,2024,4,10,Wednesday,Low,1
227,2024-04-10 10:00:00,Haryana,Rural,18-24,Female,Candidate A,Education,4,29.0588,76.0856,2024,4,10,Wednesday,High,1
228,2024-04-10 11:00:00,Haryana,Urban,25-34,Female,Candidate C,Healthcare,2,29.0588,76.0856,2024,4,10,Wednesday,Medium,1
229,2024-04-10 12:00:00,Telangana,Rural,18-24,Female,Candidate A,Healthcare,4,18.1124,79.0193,2024,4,10,Wednesday,High,1
230,2024-04-10 13:00:00,Kerala,Urban,18-24,Female,Nota,Infrastructure,4,10.8505,76.2711,2024,4,10,Wednesday,High,1
231,2024-04-10 14:00:00,Bihar,Urban,25-34,Male,Nota,Healthcare,5,25.0961,85.3131,2024,4,10,Wednesday,High,1
232,2024-04-10 15:00:00,Andhra Pradesh,Urban,35-44,Male,Candidate B,Education,1,15.9129,79.74,2024,4,10,Wednesday,Low,1
233,2024-04-10 16:00:00,Tamil Nadu,Urban,18-24,Male,Nota,Healthcare,4,11.1271,78.6569,2024,4,10,Wednesday,High,1
234,2024-04-10 17:00:00,Bihar,Rural,18-24,Female,Candidate C,Jobs,1,25.0961,85.3131,2024,4,10,Wednesday,Low,1
235,2024-04-10 18:00:00,Haryana,Urban,18-24,Female,Candidate B,Healthcare,5,29.0588,76.0856,2024,4,10,Wednesday,High,1
236,2024-04-10 19:00:00,Maharashtra,Urban,35-44,Male,Candidate A,Inflation,1,19.7515,75.7139,2024,4,10,Wednesday,Low,1
237,2024-04-10 20:00:00,Maharashtra,Urban,35-44,Male,Candidate B,Jobs,2,19.7515,75.7139,2024,4,10,Wednesday,Medium,1
238,2024-04-10 21:00:00,Tamil Nadu,Urban,45+,Male,Candidate B,Infrastructure,4,11.1271,78.6569,2024,4,10,Wednesday,High,1
239,2024-04-10 22:00:00,Telangana,Rural,25-34,Female,Candidate C,Inflation,1,18.1124,79.0193,2024,4,10,Wednesday,Low,1
240,2024-04-10 23:00:00,Haryana,Urban,35-44,Female,Candidate B,Education,3,29.0588,76.0856,2024,4,10,Wednesday,Medium,1
241,2024-04-11 00:00:00,Tamil Nadu,Rural,25-34,Male,Candidate C,Education,1,11.1271,78.6569,2024,4,11,Thursday,Low,1
242,2024-04-11 01:00:00,Rajasthan,Urban,45+,Male,Candidate B,Education,4,27.0238,74.2179,2024,4,11,Thursday,High,1
243,2024-04-11 02:00:00,Punjab,Rural,25-34,Male,Candidate A,Inflation,5,31.1471,75.3412,2024,4,11,Thursday,High,1
244,2024-04-11 03:00:00,Tamil Nadu,Rural,35-44,Female,Nota,Inflation,5,11.1271,78.6569,2024,4,11,Thursday,High,1
245,2024-04-11 04:00:00,Gujarat,Rural,25-34,Female,Candidate B,Inflation,4,22.2587,71.1924,2024,4,11,Thursday,High,1
246,2024-04-11 05:00:00,Bihar,Rural,35-44,Female,Candidate A,Jobs,2,25.0961,85.3131,2024,4,11,Thursday,Medium,1
247,2024-04-11 06:00:00,Uttar Pradesh,Urban,25-34,Male,Candidate B,Jobs,2,26.8467,80.9462,2024,4,11,Thursday,Medium,1
248,2024-04-11 07:00:00,West Bengal,Urban,35-44,Male,Candidate A,Education,5,22.9868,87.855,2024,4,11,Thursday,High,1
249,2024-04-11 08:00:00,Telangana,Urban,35-44,Female,Candidate B,Healthcare,5,18.1124,79.0193,2024,4,11,Thursday,High,1
250,2024-04-11 09:00:00,Tamil Nadu,Urban,25-34,Male,Candidate B,Education,4,11.1271,78.6569,2024,4,11,Thursday,High,1
251,2024-04-11 10:00:00,Haryana,Rural,45+,Female,Candidate A,Infrastructure,2,29.0588,76.0856,2024,4,11,Thursday,Medium,1
252,2024-04-11 11:00:00,Madhya Pradesh,Rural,18-24,Male,Nota,Jobs,5,22.9734,78.6569,2024,4,11,Thursday,High,1
253,2024-04-11 12:00:00,Maharashtra,Urban,45+,Male,Candidate B,Inflation,2,19.7515,75.7139,2024,4,11,Thursday,Medium,1
254,2024-04-11 13:00:00,Gujarat,Urban,25-34,Male,Candidate A,Jobs,5,22.2587,71.1924,2024,4,11,Thursday,High,1
255,2024-04-11 14:00:00,Kerala,Urban,45+,Male,Candidate B,Inflation,1,10.8505,76.2711,2024,4,11,Thursday,Low,1
256,2024-04-11 15:00:00,Andhra Pradesh,Rural,35-44,Female,Nota,Infrastructure,3,15.9129,79.74,2024,4,11,Thursday,Medium,1
257,2024-04-11 16:00:00,West Bengal,Rural,18-24,Male,Candidate A,Infrastructure,1,22.9868,87.855,2024,4,11,Thursday,Low,1
258,2024-04-11 17:00:00,Odisha,Urban,25-34,Female,Candidate A,Jobs,5,20.9517,85.0985,2024,4,11,Thursday,High,1
259,2024-04-11 18:00:00,Telangana,Rural,25-34,Female,Candidate A,Inflation,3,18.1124,79.0193,2024,4,11,Thursday,Medium,1
260,2024-04-11 19:00:00,Uttar Pradesh,Rural,25-34,Female,Candidate A,Infrastructure,3,26.8467,80.9462,2024,4,11,Thursday,Medium,1
261,2024-04-11 20:00:00,West Bengal,Urban,18-24,Male,Candidate C,Education,5,22.9868,87.855,2024,4,11,Thursday,High,1
262,2024-04-11 21:00:00,Tamil Nadu,Rural,35-44,Female,Candidate B,Education,5,11.1271,78.6569,2024,4,11,Thursday,High,1
263,2024-04-11 22:00:00,Rajasthan,Rural,25-34,Female,Candidate A,Inflation,2,27.0238,74.2179,2024,4,11,Thursday,Medium,1
264,2024-04-11 23:00:00,Maharashtra,Urban,45+,Female,Candidate B,Jobs,5,19.7515,75.7139,2024,4,11,Thursday,High,1
265,2024-04-12 00:00:00,Haryana,Urban,25-34,Male,Candidate A,Infrastructure,4,29.0588,76.0856,2024,4,12,Friday,High,1
266,2024-04-12 01:00:00,Maharashtra,Urban,25-34,Male,Nota,Jobs,5,19.7515,75.7139,2024,4,12,Friday,High,1
267,2024-04-12 02:00:00,Kerala,Urban,25-34,Female,Nota,Education,4,10.8505,76.2711,2024,4,12,Friday,High,1
268,2024-04-12 03:00:00,Rajasthan,Rural,25-34,Male,Candidate A,Infrastructure,5,27.0238,74.2179,2024,4,12,Friday,High,1
269,2024-04-12 04:00:00,Andhra Pradesh,Rural,35-44,Female,Candidate C,Jobs,2,15.9129,79.74,2024,4,12,Friday,Medium,1
270,2024-04-12 05:00:00,Haryana,Urban,45+,Female,Candidate C,Healthcare,4,29.0588,76.0856,2024,4,12,Friday,High,1
271,2024-04-12 06:00:00,Bihar,Urban,35-44,Male,Candidate A,Inflation,1,25.0961,85.3131,2024,4,12,Friday,Low,1
272,2024-04-12 07:00:00,Karnataka,Urban,45+,Female,Candidate A,Inflation,4,15.3173,75.7139,2024,4,12,Friday,High,1
273,2024-04-12 08:00:00,Gujarat,Urban,25-34,Male,Candidate B,Healthcare,2,22.2587,71.1924,2024,4,12,Friday,Medium,1
274,2024-04-12 09:00:00,Maharashtra,Rural,18-24,Male,Candidate C,Education,4,19.7515,75.7139,2024,4,12,Friday,High,1
275,2024-04-12 10:00:00,Madhya Pradesh,Urban,35-44,Female,Nota,Infrastructure,5,22.9734,78.6569,2024,4,12,Friday,High,1
276,2024-04-12 11:00:00,Maharashtra,Urban,18-24,Male,Candidate C,Inflation,5,19.7515,75.7139,2024,4,12,Friday,High,1
277,2024-04-12 12:00:00,West Bengal,Urban,35-44,Male,Candidate C,Healthcare,2,22.9868,87.855,2024,4,12,Friday,Medium,1
278,2024-04-12 13:00:00,Maharashtra,Rural,25-34,Female,Candidate B,Healthcare,3,19.7515,75.7139,2024,4,12,Friday,Medium,1
279,2024-04-12 14:00:00,Telangana,Urban,35-44,Female,Candidate C,Education,5,18.1124,79.0193,2024,4,12,Friday,High,1
280,2024-04-12 15:00:00,Maharashtra,Rural,25-34,Male,Candidate C,Education,1,19.7515,75.7139,2024,4,12,Friday,Low,1
281,2024-04-12 16:00:00,Karnataka,Urban,35-44,Male,Candidate A,Jobs,2,15.3173,75.7139,2024,4,12,Friday,Medium,1
282,2024-04-12 17:00:00,Karnataka,Rural,25-34,Female,Candidate B,Inflation,4,15.3173,75.7139,2024,4,12,Friday,High,1
283,2024-04-12 18:00:00,Andhra Pradesh,Rural,25-34,Male,Candidate C,Jobs,4,15.9129,79.74,2024,4,12,Friday,High,1
284,2024-04-12 19:00:00,Uttar Pradesh,Urban,45+,Male,Candidate A,Healthcare,1,26.8467,80.9462,2024,4,12,Friday,Low,1
285,2024-04-12 20:00:00,Bihar,Urban,25-34,Male,Candidate C,Infrastructure,5,25.0961,85.3131,2024,4,12,Friday,High,1
286,2024-04-12 21:00:00,Madhya Pradesh,Rural,45+,Male,Candidate A,Infrastructure,2,22.9734,78.6569,2024,4,12,Friday,Medium,1
287,2024-04-12 22:00:00,Maharashtra,Rural,25-34,Male,Candidate B,Education,1,19.7515,75.7139,2024,4,12,Friday,Low,1
288,2024-04-12 23:00:00,Maharashtra,Urban,18-24,Male,Candidate C,Infrastructure,5,19.7515,75.7139,2024,4,12,Friday,High,1
289,2024-04-13 00:00:00,Gujarat,Urban,25-34,Male,Candidate A,Infrastructure,2,22.2587,71.1924,2024,4,13,Saturday,Medium,1
290,2024-04-13 01:00:00,Haryana,Rural,18-24,Female,Candidate A,Infrastructure,4,29.0588,76.0856,2024,4,13,Saturday,High,1
291,2024-04-13 02:00:00,Karnataka,Rural,18-24,Female,Candidate A,Healthcare,2,15.3173,75.7139,2024,4,13,Saturday,Medium,1
292,2024-04-13 03:00:00,Madhya Pradesh,Urban,25-34,Female,Candidate C,Infrastructure,3,22.9734,78.6569,2024,4,13,Saturday,Medium,1
293,2024-04-13 04:00:00,Andhra Pradesh,Rural,18-24,Female,Candidate A,Infrastructure,2,15.9129,79.74,2024,4,13,Saturday,Medium,1
294,2024-04-13 05:00:00,Kerala,Urban,45+,Female,Candidate C,Infrastructure,3,10.8505,76.2711,2024,4,13,Saturday,Medium,1
295,2024-04-13 06:00:00,Uttar Pradesh,Urban,35-44,Male,Candidate A,Jobs,2,26.8467,80.9462,2024,4,13,Saturday,Medium,1
296,2024-04-13 07:00:00,Bihar,Urban,25-34,Male,Nota,Healthcare,3,25.0961,85.3131,2024,4,13,Saturday,Medium,1
297,2024-04-13 08:00:00,Rajasthan,Urban,18-24,Male,Nota,Education,4,27.0238,74.2179,2024,4,13,Saturday,High,1
298,2024-04-13 09:00:00,Bihar,Urban,25-34,Male,Candidate B,Jobs,5,25.0961,85.3131,2024,4,13,Saturday,High,1
299,2024-04-13 10:00:00,Telangana,Rural,45+,Female,Candidate B,Inflation,3,18.1124,79.0193,2024,4,13,Saturday,Medium,1
300,2024-04-13 11:00:00,West Bengal,Urban,25-34,Male,Candidate B,Healthcare,3,22.9868,87.855,2024,4,13,Saturday,Medium,1
301,2024-04-13 12:00:00,Telangana,Urban,25-34,Male,Candidate B,Healthcare,4,18.1124,79.0193,2024,4,13,Saturday,High,1
302,2024-04-13 13:00:00,Maharashtra,Urban,18-24,Female,Candidate A,Inflation,3,19.7515,75.7139,2024,4,13,Saturday,Medium,1
303,2024-04-13 14:00:00,Odisha,Urban,45+,Male,Candidate A,Inflation,1,20.9517,85.0985,2024,4,13,Saturday,Low,1
304,2024-04-13 15:00:00,Uttar Pradesh,Rural,35-44,Male,Candidate A,Inflation,4,26.8467,80.9462,2024,4,13,Saturday,High,1
305,2024-04-13 16:00:00,West Bengal,Urban,35-44,Female,Candidate B,Education,1,22.9868,87.855,2024,4,13,Saturday,Low,1
306,2024-04-13 17:00:00,Madhya Pradesh,Urban,18-24,Male,Candidate A,Infrastructure,4,22.9734,78.6569,2024,4,13,Saturday,High,1
307,2024-04-13 18:00:00,Rajasthan,Rural,25-34,Male,Candidate B,Healthcare,3,27.0238,74.2179,2024,4,13,Saturday,Medium,1
308,2024-04-13 19:00:00,Karnataka,Urban,18-24,Male,Nota,Infrastructure,1,15.3173,75.7139,2024,4,13,Saturday,Low,1
309,2024-04-13 20:00:00,Uttar Pradesh,Urban,18-24,Male,Candidate A,Infrastructure,3,26.8467,80.9462,2024,4,13,Saturday,Medium,1
310,2024-04-13 21:00:00,Uttar Pradesh,Urban,18-24,Male,Candidate B,Inflation,4,26.8467,80.9462,2024,4,13,Saturday,High,1
311,2024-04-13 22:00:00,Telangana,Urban,25-34,Female,Candidate A,Education,3,18.1124,79.0193,2024,4,13,Saturday,Medium,1
312,2024-04-13 23:00:00,Odisha,Urban,45+,Female,Candidate C,Jobs,1,20.9517,85.0985,2024,4,13,Saturday,Low,1
313,2024-04-14 00:00:00,Maharashtra,Urban,18-24,Female,Candidate C,Education,1,19.7515,75.7139,2024,4,14,Sunday,Low,1
314,2024-04-14 01:00:00,Tamil Nadu,Rural,25-34,Female,Candidate C,Infrastructure,3,11.1271,78.6569,2024,4,14,Sunday,Medium,1
315,2024-04-14 02:00:00,Andhra Pradesh,Urban,45+,Female,Nota,Education,2,15.9129,79.74,2024,4,14,Sunday,Medium,1
316,2024-04-14 03:00:00,Telangana,Urban,18-24,Female,Candidate A,Inflation,4,18.1124,79.0193,2024,4,14,Sunday,High,1
317,2024-04-14 04:00:00,Uttar Pradesh,Rural,35-44,Male,Candidate C,Jobs,4,26.8467,80.9462,2024,4,14,Sunday,High,1
318,2024-04-14 05:00:00,Punjab,Urban,45+,Female,Candidate C,Inflation,3,31.1471,75.3412,2024,4,14,Sunday,Medium,1
319,2024-04-14 06:00:00,Gujarat,Rural,18-24,Female,Candidate A,Jobs,2,22.2587,71.1924,2024,4,14,Sunday,Medium,1
320,2024-04-14 07:00:00,Rajasthan,Rural,45+,Male,Nota,Infrastructure,1,27.0238,74.2179,2024,4,14,Sunday,Low,1
321,2024-04-14 08:00:00,Andhra Pradesh,Urban,45+,Male,Candidate A,Jobs,5,15.9129,79.74,2024,4,14,Sunday,High,1
322,2024-04-14 09:00:00,Telangana,Rural,45+,Female,Candidate B,Jobs,5,18.1124,79.0193,2024,4,14,Sunday,High,1
323,2024-04-14 10:00:00,Rajasthan,Urban,45+,Male,Candidate A,Jobs,3,27.0238,74.2179,2024,4,14,Sunday,Medium,1
324,2024-04-14 11:00:00,Gujarat,Urban,45+,Female,Candidate B,Education,2,22.2587,71.1924,2024,4,14,Sunday,Medium,1
325,2024-04-14 12:00:00,Kerala,Urban,45+,Male,Candidate B,Education,2,10.8505,76.2711,2024,4,14,Sunday,Medium,1
326,2024-04-14 13:00:00,Gujarat,Urban,18-24,Female,Candidate B,Infrastructure,4,22.2587,71.1924,2024,4,14,Sunday,High,1
327,2024-04-14 14:00:00,Odisha,Rural,35-44,Male,Candidate A,Jobs,1,20.9517,85.0985,2024,4,14,Sunday,Low,1
328,2024-04-14 15:00:00,Gujarat,Urban,25-34,Male,Candidate A,Healthcare,2,22.2587,71.1924,2024,4,14,Sunday,Medium,1
329,2024-04-14 16:00:00,Rajasthan,Urban,45+,Female,Candidate C,Infrastructure,5,27.0238,74.2179,2024,4,14,Sunday,High,1
330,2024-04-14 17:00:00,Bihar,Urban,25-34,Female,Candidate A,Jobs,1,25.0961,85.3131,2024,4,14,Sunday,Low,1
331,2024-04-14 18:00:00,Rajasthan,Rural,18-24,Female,Candidate B,Jobs,1,27.0238,74.2179,2024,4,14,Sunday,Low,1
332,2024-04-14 19:00:00,Tamil Nadu,Urban,45+,Female,Candidate C,Education,3,11.1271,78.6569,2024,4,14,Sunday,Medium,1
333,2024-04-14 20:00:00,Maharashtra,Rural,35-44,Female,Candidate C,Infrastructure,2,19.7515,75.7139,2024,4,14,Sunday,Medium,1
334,2024-04-14 21:00:00,West Bengal,Urban,25-34,Male,Candidate A,Jobs,3,22.9868,87.855,2024,4,14,Sunday,Medium,1
335,2024-04-14 22:00:00,Bihar,Rural,45+,Female,Candidate C,Jobs,2,25.0961,85.3131,2024,4,14,Sunday,Medium,1
336,2024-04-14 23:00:00,Karnataka,Rural,18-24,Female,Candidate C,Infrastructure,4,15.3173,75.7139,2024,4,14,Sunday,High,1
337,2024-04-15 00:00:00,West Bengal,Rural,35-44,Male,Candidate C,Healthcare,3,22.9868,87.855,2024,4,15,Monday,Medium,1
338,2024-04-15 01:00:00,Maharashtra,Rural,25-34,Male,Candidate B,Infrastructure,3,19.7515,75.7139,2024,4,15,Monday,Medium,1
339,2024-04-15 02:00:00,Telangana,Urban,25-34,Female,Candidate A,Infrastructure,5,18.1124,79.0193,2024,4,15,Monday,High,1
340,2024-04-15 03:00:00,Andhra Pradesh,Urban,45+,Male,Candidate A,Healthcare,3,15.9129,79.74,2024,4,15,Monday,Medium,1
341,2024-04-15 04:00:00,Tamil Nadu,Urban,35-44,Male,Candidate A,Infrastructure,2,11.1271,78.6569,2024,4,15,Monday,Medium,1
342,2024-04-15 05:00:00,Tamil Nadu,Urban,35-44,Female,Candidate B,Jobs,5,11.1271,78.6569,2024,4,15,Monday,High,1
343,2024-04-15 06:00:00,Karnataka,Urban,35-44,Male,Candidate A,Infrastructure,3,15.3173,75.7139,2024,4,15,Monday,Medium,1
344,2024-04-15 07:00:00,Bihar,Rural,35-44,Male,Candidate B,Healthcare,3,25.0961,85.3131,2024,4,15,Monday,Medium,1
345,2024-04-15 08:00:00,Odisha,Urban,18-24,Female,Candidate A,Inflation,4,20.9517,85.0985,2024,4,15,Monday,High,1
346,2024-04-15 09:00:00,Haryana,Urban,35-44,Female,Candidate A,Infrastructure,3,29.0588,76.0856,2024,4,15,Monday,Medium,1
347,2024-04-15 10:00:00,Kerala,Rural,25-34,Male,Candidate C,Education,1,10.8505,76.2711,2024,4,15,Monday,Low,1
348,2024-04-15 11:00:00,Gujarat,Urban,25-34,Male,Candidate B,Jobs,5,22.2587,71.1924,2024,4,15,Monday,High,1
349,2024-04-15 12:00:00,Bihar,Rural,18-24,Female,Candidate A,Jobs,1,25.0961,85.3131,2024,4,15,Monday,Low,1
350,2024-04-15 13:00:00,Andhra Pradesh,Rural,25-34,Male,Candidate C,Education,5,15.9129,79.74,2024,4,15,Monday,High,1
351,2024-04-15 14:00:00,Kerala,Rural,25-34,Male,Candidate A,Education,4,10.8505,76.2711,2024,4,15,Monday,High,1
352,2024-04-15 15:00:00,Tamil Nadu,Rural,35-44,Male,Candidate B,Infrastructure,3,11.1271,78.6569,2024,4,15,Monday,Medium,1
353,2024-04-15 16:00:00,Rajasthan,Rural,25-34,Female,Candidate C,Education,3,27.0238,74.2179,2024,4,15,Monday,Medium,1
354,2024-04-15 17:00:00,Andhra Pradesh,Rural,18-24,Male,Candidate A,Inflation,3,15.9129,79.74,2024,4,15,Monday,Medium,1
355,2024-04-15 18:00:00,Maharashtra,Rural,35-44,Male,Candidate C,Healthcare,5,19.7515,75.7139,2024,4,15,Monday,High,1
356,2024-04-15 19:00:00,Karnataka,Urban,45+,Female,Candidate B,Education,3,15.3173,75.7139,2024,4,15,Monday,Medium,1
357,2024-04-15 20:00:00,Maharashtra,Urban,35-44,Male,Candidate B,Education,1,19.7515,75.7139,2024,4,15,Monday,Low,1
358,2024-04-15 21:00:00,Haryana,Urban,18-24,Male,Candidate A,Inflation,3,29.0588,76.0856,2024,4,15,Monday,Medium,1
359,2024-04-15 22:00:00,Andhra Pradesh,Urban,35-44,Female,Candidate A,Jobs,4,15.9129,79.74,2024,4,15,Monday,High,1
360,2024-04-15 23:00:00,Madhya Pradesh,Rural,35-44,Female,Nota,Jobs,1,22.9734,78.6569,2024,4,15,Monday,Low,1
361,2024-04-16 00:00:00,Madhya Pradesh,Rural,18-24,Female,Candidate A,Infrastructure,3,22.9734,78.6569,2024,4,16,Tuesday,Medium,1
362,2024-04-16 01:00:00,Telangana,Rural,35-44,Female,Candidate B,Inflation,3,18.1124,79.0193,2024,4,16,Tuesday,Medium,1
363,2024-04-16 02:00:00,Bihar,Urban,18-24,Male,Candidate B,Healthcare,2,25.0961,85.3131,2024,4,16,Tuesday,Medium,1
364,2024-04-16 03:00:00,Tamil Nadu,Rural,18-24,Male,Candidate B,Healthcare,5,11.1271,78.6569,2024,4,16,Tuesday,High,1
365,2024-04-16 04:00:00,Tamil Nadu,Rural,45+,Female,Candidate A,Inflation,1,11.1271,78.6569,2024,4,16,Tuesday,Low,1
366,2024-04-16 05:00:00,Gujarat,Rural,25-34,Female,Candidate A,Healthcare,2,22.2587,71.1924,2024,4,16,Tuesday,Medium,1
367,2024-04-16 06:00:00,Gujarat,Rural,25-34,Male,Candidate B,Jobs,4,22.2587,71.1924,2024,4,16,Tuesday,High,1
368,2024-04-16 07:00:00,Gujarat,Rural,35-44,Female,Candidate A,Healthcare,5,22.2587,71.1924,2024,4,16,Tuesday,High,1
369,2024-04-16 08:00:00,Rajasthan,Urban,35-44,Male,Candidate A,Healthcare,1,27.0238,74.2179,2024,4,16,Tuesday,Low,1
370,2024-04-16 09:00:00,West Bengal,Rural,45+,Female,Candidate A,Inflation,3,22.9868,87.855,2024,4,16,Tuesday,Medium,1
371,2024-04-16 10:00:00,Uttar Pradesh,Urban,45+,Male,Candidate B,Inflation,1,26.8467,80.9462,2024,4,16,Tuesday,Low,1
372,2024-04-16 11:00:00,West Bengal,Urban,45+,Female,Candidate C,Healthcare,3,22.9868,87.855,2024,4,16,Tuesday,Medium,1
373,2024-04-16 12:00:00,Maharashtra,Rural,18-24,Female,Candidate A,Education,5,19.7515,75.7139,2024,4,16,Tuesday,High,1
374,2024-04-16 13:00:00,West Bengal,Urban,45+,Male,Candidate A,Inflation,3,22.9868,87.855,2024,4,16,Tuesday,Medium,1
375,2024-04-16 14:00:00,Rajasthan,Rural,45+,Female,Candidate A,Infrastructure,4,27.0238,74.2179,2024,4,16,Tuesday,High,1
376,2024-04-16 15:00:00,Telangana,Urban,35-44,Male,Candidate B,Infrastructure,3,18.1124,79.0193,2024,4,16,Tuesday,Medium,1
377,2024-04-16 16:00:00,Maharashtra,Rural,45+,Male,Candidate B,Jobs,4,19.7515,75.7139,2024,4,16,Tuesday,High,1
378,2024-04-16 17:00:00,West Bengal,Urban,18-24,Male,Candidate A,Healthcare,5,22.9868,87.855,2024,4,16,Tuesday,High,1
379,2024-04-16 18:00:00,Rajasthan,Rural,18-24,Male,Candidate C,Education,5,27.0238,74.2179,2024,4,16,Tuesday,High,1
380,2024-04-16 19:00:00,Uttar Pradesh,Rural,35-44,Male,Candidate B,Jobs,1,26.8467,80.9462,2024,4,16,Tuesday,Low,1
381,2024-04-16 20:00:00,West Bengal,Urban,45+,Female,Candidate C,Healthcare,4,22.9868,87.855,2024,4,16,Tuesday,High,1
382,2024-04-16 21:00:00,Rajasthan,Urban,45+,Female,Candidate C,Inflation,4,27.0238,74.2179,2024,4,16,Tuesday,High,1
